"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"org/jfree/data/statistics/SimpleHistogramDataset.getStartXValue:(II)D","1","2","3","1","0","17","15","66.41714012534482","4.0","265.66856050137926","0.02213904670844827","0","1","0","9","8","SimpleHistogramBin","","get getLowerBound","","","public","2"
"org/jfree/data/statistics/SimpleHistogramDataset.getEndX:(II)Ljava/lang/Number;","1","2","2","0","0","14","13","51.80615605397529","3.0","155.4184681619259","0.01726871868465843","0","1","0","8","6","","getEndXValue","<init>","","","public","1"
"org/jfree/data/statistics/SimpleHistogramDataset.getEndXValue:(II)D","1","2","3","1","0","17","15","66.41714012534482","4.0","265.66856050137926","0.02213904670844827","0","1","0","9","8","SimpleHistogramBin","","get getUpperBound","","","public","2"
"org/jfree/data/statistics/SimpleHistogramDataset.getStartY:(II)Ljava/lang/Number;","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getY","","","","public","1"
"org/jfree/data/statistics/SimpleHistogramDataset.getStartYValue:(II)D","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getYValue","","","","public","1"
"org/jfree/data/statistics/SimpleHistogramDataset.getEndY:(II)Ljava/lang/Number;","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getY","","","","public","1"
"org/jfree/data/statistics/SimpleHistogramDataset.getEndYValue:(II)D","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getYValue","","","","public","1"
"org/jfree/data/statistics/SimpleHistogramDataset.isSelected:(II)Z","1","2","3","1","0","17","15","66.41714012534482","4.0","265.66856050137926","0.02213904670844827","0","1","0","9","8","SimpleHistogramBin","","get isSelected","","","public","2"
"org/jfree/data/statistics/SimpleHistogramDataset.setSelected:(IIZ)V","1","3","3","0","0","12","10","39.863137138648355","2.0","79.72627427729671","0.013287712379549451","0","0","0","7","5","","setSelected","","","","public","2"
"org/jfree/data/statistics/SimpleHistogramDataset.setSelected:(IIZZ)V","2","4","5","1","0","26","19","110.44611534953322","4.0","441.78446139813286","0.03681537178317774","0","1","0","14","12","SimpleHistogramBin","fireSelectionEvent","setSelected get","","","public","5"
"org/jfree/data/statistics/SimpleHistogramDataset.clearSelection:()V","4","0","3","2","0","46","25","213.6173847296373","6.0","1281.704308377824","0.0712057949098791","0","1","1","27","19","SimpleHistogramBin Iterator","fireSelectionEvent","next iterator setSelected isSelected hasNext","","","public","11"
"org/jfree/data/statistics/SimpleHistogramDataset.fireSelectionEvent:()V","1","0","0","0","0","10","10","33.219280948873624","3.0","99.65784284662087","0.01107309364962454","0","1","0","6","4","","fireDatasetChanged","<init>","","","public","2"
"org/jfree/data/statistics/SimpleHistogramDataset.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","59","22","263.1064654996005","12.0","3157.277585995206","0.0877021551665335","0","2","0","38","21","Object SimpleHistogramDataset","","equals","","","public","12"
"org/jfree/data/statistics/SimpleHistogramDataset.clone:()Ljava/lang/Object;","1","0","1","1","0","23","15","89.85848369899593","4.0","359.4339347959837","0.02995282789966531","0","2","0","12","11","SimpleHistogramDataset","","clone deepClone","CloneNotSupportedException","","public","3"
"org/jfree/data/statistics/HistogramType.<init>:(Ljava/lang/String;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","String","","<init>","","","private","3"
"org/jfree/data/statistics/HistogramType.toString:()Ljava/lang/String;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/data/statistics/HistogramType.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","40","18","166.7970000576925","12.0","2001.56400069231","0.05559900001923083","0","2","0","27","13","HistogramType Object","","equals","","","public","10"
"org/jfree/data/statistics/HistogramType.hashCode:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","hashCode","","","public","1"
"org/jfree/data/statistics/HistogramType.readResolve:()Ljava/lang/Object;","1","0","0","0","0","32","11","110.70181179639353","6.0","664.2108707783611","0.036900603932131175","0","0","0","20","12","","equals","","ObjectStreamException","","private","7"
"org/jfree/data/statistics/HistogramType.<clinit>:()V","1","0","0","0","0","25","13","92.5109929535273","2.0","185.0219859070546","0.030836997651175767","0","3","0","13","12","","<init>","","","","static","3"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.<init>:()V","1","0","0","0","0","44","19","186.90881059151775","3.0","560.7264317745532","0.062302936863839246","0","1","0","24","20","","","<init>","","","public","9"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.add:(Ljava/util/List;Ljava/lang/Comparable;Ljava/lang/Comparable;)V","1","3","4","4","0","17","12","60.94436251225966","2.0","121.88872502451932","0.020314787504086555","0","0","0","9","8","List Comparable BoxAndWhiskerItem","add","calculateBoxAndWhiskerStatistics","","","public","3"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.add:(Lorg/jfree/data/statistics/BoxAndWhiskerItem;Ljava/lang/Comparable;Ljava/lang/Comparable;)V","11","3","7","3","0","211","49","1184.703777108309","33.0","39095.2246445742","0.39490125903610296","0","1","0","113","98","BoxAndWhiskerItem Comparable","updateBounds fireDatasetChanged","getRowIndex getMaxOutlier addObject getColumnIndex doubleValue isNaN <init> getMinOutlier","","","public","29"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.remove:(Ljava/lang/Comparable;Ljava/lang/Comparable;)V","5","2","4","2","0","68","28","326.90013469991703","5.0","1634.5006734995852","0.10896671156663901","0","1","0","37","31","Comparable","getRowIndex updateBounds fireDatasetChanged getColumnIndex","<init> removeObject","","","public","7"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.removeRow:(I)V","1","1","1","0","0","22","16","88.0","4.0","352.0","0.029333333333333333","0","1","0","12","10","","updateBounds fireDatasetChanged","removeRow <init>","","","public","4"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.removeRow:(Ljava/lang/Comparable;)V","1","1","1","1","0","22","15","85.95159310338741","3.0","257.85477931016226","0.02865053103446247","0","1","0","12","10","Comparable","updateBounds fireDatasetChanged","removeRow <init>","","","public","4"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.removeColumn:(I)V","1","1","1","0","0","22","16","88.0","4.0","352.0","0.029333333333333333","0","1","0","12","10","","updateBounds fireDatasetChanged","removeColumn <init>","","","public","4"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.removeColumn:(Ljava/lang/Comparable;)V","1","1","1","1","0","22","15","85.95159310338741","3.0","257.85477931016226","0.02865053103446247","0","1","0","12","10","Comparable","updateBounds fireDatasetChanged","removeColumn <init>","","","public","4"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.clear:()V","1","0","0","0","0","20","14","76.14709844115208","3.0","228.44129532345625","0.025382366147050694","0","1","0","11","9","","updateBounds fireDatasetChanged","clear <init>","","","public","4"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getItem:(II)Lorg/jfree/data/statistics/BoxAndWhiskerItem;","1","2","2","0","0","13","12","46.604512509375034","3.0","139.8135375281251","0.015534837503125011","0","1","0","7","6","","","getObject","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getValue:(II)Ljava/lang/Number;","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getMedianValue","","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","1","2","2","2","0","9","7","25.26619429851844","1.0","25.26619429851844","0.008422064766172813","0","0","0","5","4","Comparable","getMedianValue","","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMeanValue:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getMean","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMeanValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","2","2","4","4","0","29","17","118.53642239625987","4.0","474.14568958503946","0.03951214079875329","0","1","0","16","13","Number Comparable BoxAndWhiskerItem","","getObject getMean","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMedianValue:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getMedian","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMedianValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","2","2","4","4","0","29","17","118.53642239625987","4.0","474.14568958503946","0.03951214079875329","0","1","0","16","13","Number Comparable BoxAndWhiskerItem","","getObject getMedian","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getQ1Value:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getQ1","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getQ1Value:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","2","2","4","4","0","29","17","118.53642239625987","4.0","474.14568958503946","0.03951214079875329","0","1","0","16","13","Number Comparable BoxAndWhiskerItem","","getObject getQ1","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getQ3Value:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getQ3","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getQ3Value:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","2","2","4","4","0","29","17","118.53642239625987","4.0","474.14568958503946","0.03951214079875329","0","1","0","16","13","Number Comparable BoxAndWhiskerItem","","getObject getQ3","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getColumnIndex:(Ljava/lang/Comparable;)I","1","1","1","1","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","Comparable","","getColumnIndex","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getColumnKey:(I)Ljava/lang/Comparable;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getColumnKey","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getColumnKeys:()Ljava/util/List;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","getColumnKeys","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getRowIndex:(Ljava/lang/Comparable;)I","1","1","1","1","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","Comparable","","getRowIndex","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getRowKey:(I)Ljava/lang/Comparable;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getRowKey","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getRowKeys:()Ljava/util/List;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","getRowKeys","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getRowCount:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","getRowCount","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getColumnCount:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","getColumnCount","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getRangeLowerBound:(Z)D","1","1","1","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getRangeUpperBound:(Z)D","1","1","1","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getRangeBounds:(Z)Lorg/jfree/data/Range;","1","1","1","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","","<init>","","","public","1"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMinRegularValue:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getMinRegularValue","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMinRegularValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","2","2","4","4","0","29","17","118.53642239625987","4.0","474.14568958503946","0.03951214079875329","0","1","0","16","13","Number Comparable BoxAndWhiskerItem","","getObject getMinRegularValue","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMaxRegularValue:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getMaxRegularValue","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMaxRegularValue:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","2","2","4","4","0","29","17","118.53642239625987","4.0","474.14568958503946","0.03951214079875329","0","1","0","16","13","Number Comparable BoxAndWhiskerItem","","getObject getMaxRegularValue","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMinOutlier:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getMinOutlier","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMinOutlier:(Ljava/lang/Comparable;Ljava/lang/Comparable;)Ljava/lang/Number;","2","2","4","4","0","29","17","118.53642239625987","4.0","474.14568958503946","0.03951214079875329","0","1","0","16","13","Number Comparable BoxAndWhiskerItem","","getObject getMinOutlier","","","public","5"
"org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.getMaxOutlier:(II)Ljava/lang/Number;","2","2","4","2","0","29","18","120.92782504182705","4.0","483.7113001673082","0.04030927501394235","0","1","0","16","13","Number BoxAndWhiskerItem","","getObject getMaxOutlier","","","public","5"
